loss,mae,val_loss,val_mae
0.016908543184399605,0.05083935335278511,0.008092137053608894,0.06648574024438858
0.006812091916799545,0.027133453637361526,0.006708791945129633,0.0358438715338707
0.006797749549150467,0.027185620740056038,0.00710601219907403,0.03164112940430641
0.006687214598059654,0.028058910742402077,0.007069540210068226,0.03525419160723686
0.006266932003200054,0.030491109937429428,0.005907425656914711,0.03932124748826027
0.005589899141341448,0.03248090296983719,0.00570213096216321,0.03296737000346184
0.005457520484924316,0.03275538608431816,0.005597831215709448,0.034813858568668365
0.0053874170407652855,0.03293118253350258,0.00556807080283761,0.034871332347393036
0.005392495077103376,0.03293025493621826,0.005595027003437281,0.033869460225105286
0.005366080440580845,0.033015377819538116,0.005814635660499334,0.03163919597864151
0.0053518363274633884,0.03306690230965614,0.0055696857161819935,0.03349462151527405
0.005357926245778799,0.0329953096807003,0.005616877693682909,0.031951580196619034
0.005330570507794619,0.033064235001802444,0.005730276927351952,0.030822008848190308
