loss,mae,val_loss,val_mae
0.021238109096884727,0.07851186394691467,0.0070516373962163925,0.0472421832382679
0.006194014567881823,0.034742992371320724,0.006427051033824682,0.041490282863378525
0.005950719118118286,0.03691582754254341,0.00616430165246129,0.04111427068710327
0.005788144189864397,0.037504665553569794,0.006077917292714119,0.04291808605194092
0.0056948550045490265,0.037111882120370865,0.005927090533077717,0.041571035981178284
0.005653155501931906,0.03698718920350075,0.005847442429512739,0.03830046206712723
0.005595103371888399,0.03656414523720741,0.005822435487061739,0.037779346108436584
0.005569098517298698,0.03648490086197853,0.005883426871150732,0.03632926568388939
0.00560695631429553,0.037163056433200836,0.005885467864573002,0.04040515050292015
0.0055346135050058365,0.03619398549199104,0.005724526476114988,0.03749499097466469
0.005474906414747238,0.03587876632809639,0.005683938506990671,0.035757701843976974
0.00543343648314476,0.035623904317617416,0.005647348240017891,0.03743434324860573
0.005384750198572874,0.03521183505654335,0.005620354786515236,0.03669800981879234
0.0054076011292636395,0.035524219274520874,0.005656697321683168,0.0387364998459816
0.005362158641219139,0.035020679235458374,0.005588620435446501,0.03827657550573349
0.005342996679246426,0.034655697643756866,0.005593844689428806,0.035519227385520935
0.0053152539767324924,0.03439513221383095,0.005568451248109341,0.03839739412069321
0.0053047542460262775,0.03421241044998169,0.0056253885850310326,0.04012024775147438
0.005313238129019737,0.033984068781137466,0.005554625764489174,0.036594852805137634
0.005285147111862898,0.033918578177690506,0.0055390214547514915,0.03703448548913002
0.005279975943267345,0.034096859395504,0.005545857362449169,0.03408922627568245
0.005255988799035549,0.033634014427661896,0.005517531186342239,0.0346459336578846
0.005247178021818399,0.033588748425245285,0.0055093346163630486,0.035350482910871506
0.0052317227236926556,0.03354315459728241,0.0055131493136286736,0.035772860050201416
0.0052477093413472176,0.033843301236629486,0.005494217853993177,0.03656074032187462
0.0052309962920844555,0.03340231999754906,0.005526586901396513,0.037348877638578415
0.0052266172133386135,0.033559929579496384,0.0055099972523748875,0.03668031468987465
0.005224407650530338,0.03342083469033241,0.005511697381734848,0.03749852627515793
0.005217153113335371,0.033471107482910156,0.005508496426045895,0.03590523824095726
0.005208680406212807,0.03353067860007286,0.005525503773242235,0.036523718386888504
