lon,lat,obs,pred
-18.05,3.9500000000000055,0.3846786,11.1640835
-18.05,4.05,0.16083379,7.4763074
-18.05,4.150000000000008,0.015364923,5.6275864
-18.05,4.250000000000003,0.112245895,7.4522614
-18.05,4.350000000000011,0.30506626,6.507834
-18.05,4.4500000000000055,0.05088426,7.6456733
-18.05,4.55,0.0,6.9531617
-18.05,4.650000000000008,0.015984718,10.332952
-18.05,4.750000000000003,0.0,10.55577
-18.05,4.850000000000011,0.014437673,12.686755
-18.05,4.9500000000000055,0.26173058,9.305066
-18.05,5.05,0.25374925,17.389227
-18.05,5.150000000000008,1.7585427,12.448454
-18.05,5.250000000000003,3.3768985,16.73754
-18.05,5.350000000000011,2.4815094,15.369653
-18.05,5.4500000000000055,0.99825084,24.539984
-18.05,5.55,0.41170487,20.455381
-18.05,5.650000000000008,0.016692763,24.154848
-18.05,5.750000000000003,0.0,21.603252
-18.05,5.850000000000011,0.123802975,26.46116
-18.05,5.9500000000000055,0.8964671,21.697979
-18.05,6.05,0.0,23.867523
-18.05,6.150000000000008,0.013909267,20.499617
-18.05,6.250000000000003,0.16399954,27.450752
-18.05,6.350000000000011,0.6004643,18.491047
-18.05,6.4500000000000055,1.8726242,22.895878
-18.05,6.55,0.8875781,17.97278
-18.05,6.650000000000008,0.0294848,28.490171
-18.05,6.750000000000003,1.8431208,25.768526
-18.05,6.850000000000011,0.9514327,31.402437
-18.05,6.9500000000000055,0.42656744,28.697937
-18.05,7.05,2.343658,39.708977
-18.05,7.150000000000008,2.8200016,32.397396
-18.05,7.250000000000003,4.5674295,32.796688
-18.05,7.350000000000011,5.405733,34.066967
-18.05,7.4500000000000055,2.742731,40.212574
-18.05,7.55,1.7064906,39.443577
-18.05,7.650000000000008,0.10545875,43.187107
-18.05,7.750000000000003,0.0,37.0372
-18.05,7.850000000000011,0.136791,51.304665
-18.05,7.9500000000000055,0.14404845,42.77592
-18.05,8.05,0.123681605,63.004982
-18.05,8.15000000000001,0.66044295,51.751793
-18.05,8.250000000000004,1.7208973,67.20953
-18.05,8.350000000000012,4.0047073,64.25787
-18.05,8.450000000000006,5.086216,67.31946
-18.05,8.55,11.691665,62.03912
-18.05,8.65000000000001,18.033651,70.648254
-18.05,8.750000000000004,28.069668,52.448395
-18.05,8.850000000000012,34.267223,65.82804
-18.05,8.950000000000006,32.35752,58.422768
-18.05,9.05,28.495682,59.81872
-18.05,9.15000000000001,31.713259,54.605118
-18.05,9.250000000000004,63.158398,65.4998
-18.05,9.350000000000012,64.815735,63.806362
-18.05,9.450000000000006,95.63446,75.996925
-18.05,9.55,108.440544,68.66957
-18.05,9.65000000000001,107.1998,69.35075
-18.05,9.750000000000004,88.99323,61.86615
-18.05,9.850000000000012,69.000465,69.327614
