loss,mae,val_loss,val_mae
4.948627471923828,0.6067700386047363,3.440462112426758,0.7623436450958252
2.3939225673675537,0.8035601377487183,2.6594436168670654,0.7148873209953308
1.9254292249679565,0.7365201711654663,2.1933517456054688,0.7592848539352417
1.9015100002288818,0.7472633719444275,1.8999686241149902,0.7149484753608704
1.8887227773666382,0.7417467832565308,1.8078829050064087,0.7067849040031433
1.8717012405395508,0.7265723943710327,1.7818984985351562,0.6933611035346985
1.870561957359314,0.737505316734314,1.77544367313385,0.6803464293479919
1.8550128936767578,0.7219178676605225,1.7732599973678589,0.6663948893547058
1.8512858152389526,0.7229927182197571,1.7802544832229614,0.7011470794677734
1.8460415601730347,0.7225342392921448,1.7592449188232422,0.7043473124504089
1.8364163637161255,0.7159611582756042,1.752105712890625,0.6961711049079895
1.8293687105178833,0.7162666916847229,1.7507374286651611,0.6801999807357788
1.8187711238861084,0.7102596163749695,1.753523349761963,0.6719661355018616
1.818630337715149,0.7054622173309326,1.7612230777740479,0.6869161128997803
1.8169366121292114,0.710507333278656,1.7411099672317505,0.6697807312011719
1.8075999021530151,0.7108780741691589,1.7504595518112183,0.6489324569702148
1.8034250736236572,0.7014116644859314,1.7421094179153442,0.6948261857032776
1.798043966293335,0.7014275789260864,1.7277687788009644,0.6694689989089966
1.7892930507659912,0.7092781066894531,1.7265405654907227,0.6878554224967957
1.7796659469604492,0.6997456550598145,1.7235875129699707,0.6657587885856628
1.7703657150268555,0.6951069831848145,1.7217795848846436,0.6768410205841064
1.7622911930084229,0.6936152577400208,1.7140196561813354,0.655903160572052
1.7552422285079956,0.6889799237251282,1.7146238088607788,0.6758502125740051
1.7500100135803223,0.6934627294540405,1.711415410041809,0.6513403654098511
1.745736837387085,0.6912193298339844,1.7036734819412231,0.658255398273468
1.7317445278167725,0.6821436882019043,1.7018663883209229,0.6675498485565186
1.721994400024414,0.6794757843017578,1.6946572065353394,0.6649308800697327
1.7193684577941895,0.6879972815513611,1.7063809633255005,0.6472651362419128
1.7129987478256226,0.6755543947219849,1.7026615142822266,0.6814517378807068
1.7106051445007324,0.6832577586174011,1.7016785144805908,0.6320480704307556
1.6939783096313477,0.6702096462249756,1.6960607767105103,0.6432048082351685
1.684552788734436,0.6666165590286255,1.697568655014038,0.6673765182495117
